"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
78960,639.753,532.938,518.147,522.501,565.074,535.354,585.508,576.035,636.17,643.571,580.808,650.73,589.834,630.979,645.15,656.063,526.622,532.23,437.161,552.129,557.658,551.041,549.947,543.729,497.672,538.551,586.186,635.128,595.518,580.235,583.172,557.267,600.587,573.746,572.563,592.362,581.152,635.753,575.798,620.496,624.668,618.722,608.171,627.217,651.837,649.66,655.609,639.411,620.928,616.783,611.356,650.61,662.819,662.149,655.426,753.945,662.965,694.267,757.263,758.415,610.521,667.695,662.266,482.093,536.593,477.546,438.541,459.767,485.84,549.317,590.532,594.556,619.347,627.614,575.136,621.822,623.887,
78980,643.171,532.411,511.271,542.382,540.537,557.044,595.09,544.66,596.405,636.597,581.385,660.943,598.831,615.754,649.589,654.682,431.502,518.57,511.011,460.692,499.409,482.135,557.049,554.615,543.398,570.673,575.968,584.434,572.504,568.538,570.907,597.684,602.394,544.149,618.779,566.077,601.309,571.485,600.274,602.93,650.329,630.569,613.748,629.407,630.942,619.118,649.557,644.134,629.046,615.27,658.851,649.979,662.819,758.772,664.523,668.662,669.244,668.674,769.724,689.92,617.715,667.695,662.636,517.384,550.355,445.819,484.89,516.806,462.271,559.43,572.699,633.907,645.395,601.881,599.893,644.44,602.327,
79000,651.586,515.649,525.646,550.393,534.587,581.534,635.079,594.082,619.682,609.232,558.302,655.656,574.437,634.552,653.327,656.018,414.336,486.927,460.633,523.237,515.777,481.802,543.95,538.61,552.646,565.551,575.968,559.387,564.402,560.876,567.431,570.24,587.301,574.326,594.914,580.721,603.343,579.126,603.831,639.174,614.397,609.922,629.061,647.869,609.184,653.971,657.976,652.137,614.299,651.695,658.851,661.44,655.495,663.391,668.932,752.234,671.358,685.352,770.809,698.875,637.242,674.742,657.733,475.004,453.029,533.55,473.918,434.347,513.773,567.788,600.654,601.46,584.474,629.469,571.345,654.734,653.819,
79020,630.99,526.292,534.898,532.169,537.457,544.548,582.76,549.619,628.444,644.861,548.53,662.459,579.563,632.186,644.793,651.522,479.274,461.21,464.36,581.222,491.484,490.155,542.868,569.415,558.032,509.181,588.839,573.725,579.354,573.121,590.02,563.018,586.092,569.516,568.73,578.19,577.09,566.404,579.071,621.756,644.622,612.844,605.114,635.342,605.396,645.677,666.529,644.424,648.972,651.695,655.949,657.824,655.495,680.618,665.032,760.742,753.231,752.902,676.086,758.964,633.324,665.593,677.13,534.021,442.614,453.162,567.939,426.771,472.052,567.788,597.34,563.084,631.058,622.496,580.913,647.658,602.454,
79040,642.955,543.626,534.32,551.601,525.895,543.062,549.416,549.726,632.453,635.88,607.034,665.801,567.593,585.05,607.299,646.711,521.194,554.564,444.529,425.338,482.769,548.071,552.743,568.766,562.247,491.866,582.978,569.391,580.395,564.357,586.903,590.657,548.15,546.501,584.695,579.06,626.424,628.951,589.722,637.009,639.677,640.517,641.513,637.643,643.211,645.677,767.229,617.254,620.114,654.254,655.949,662.958,660.827,661.199,662.131,663.038,678.485,678.978,758.967,755.461,579.429,677.708,658.039,496.106,537.346,485.372,557.875,503.033,534.036,568.358,570.845,626.319,609.506,609.645,573.473,618.082,609.147,
79060,641.578,533.638,515.672,560.65,521.224,540.457,584.447,576.23,602.903,644.634,492.72,665.187,548.159,566.089,616.192,645.827,511.897,515.62,543.328,481.512,491.225,482.995,552.743,485.435,568.672,579.441,581.27,557.167,584.231,593.578,554.989,557.014,600.871,623.917,579.385,610.534,569.93,605.59,598.43,624.284,607.021,619.54,612.371,630.706,641.17,635.654,706.446,614.941,649.379,644.927,651.82,655.814,672.203,750.848,747.392,675.251,754.346,753.73,667.764,758.281,631.57,653.193,665.64,480.227,437.994,510.731,488.785,499.139,479.141,548.642,595.837,612.362,625.732,610.574,626.495,610.678,613.726,
79080,630.206,519.159,516.501,525.596,556.689,561.843,578.995,554.224,631.881,639.444,568.691,665.187,556.307,559.965,641.564,650.037,517.939,444.671,549.688,450.803,472.06,542.16,556.745,542.819,543.462,567.522,559.124,590.437,595.41,581.678,571.608,600.726,600.286,585.045,579.385,569.132,593.561,588.982,605.526,602.63,622.961,603.895,614.215,636.599,619.255,652.201,647.774,620.443,659.746,655.017,651.82,657.486,678.873,758.413,757.298,766.019,755.803,757.628,664.097,702.851,620.813,677.652,659.65,459.714,455.563,439.807,548.962,450.507,474.36,596.313,592.792,582.694,585.467,646.046,579.178,652.414,637.132,
79100,640.749,523.436,512.994,524.052,551.402,557.615,580.99,565.218,612.873,623.305,560.141,666.778,592.999,603.937,640.386,654.441,444.771,541.952,448.83,445.522,415.159,487.005,563.843,542.001,587.229,595.001,588.094,557.548,592.776,592.501,594.348,588.071,583.615,567.296,593.911,594.926,586.481,584.662,594.392,620.406,622.961,647.556,648.619,620.11,609.875,621.3,647.255,620.443,617.044,617.376,651.82,657.362,669.438,673.8,753.216,670.203,676.038,687.893,667.693,679.566,607.577,748.98,659.65,494.481,448.815,500.062,500.745,452.879,526.576,561.633,569.861,607.564,630.313,603.774,577.476,613.157,600.675,
79120,647.174,537.579,537.51,516.355,534.233,585.75,575.943,582.251,634.951,609.252,564.646,667.956,605.434,608.223,618.474,656.833,492.766,445.869,445.401,502.816,482.282,539.502,570.263,565.939,564.644,564.424,587.525,628.808,574.514,601.049,599.542,596.455,578.041,607.829,560.849,582.535,563.975,611.691,575.39,575.143,611.762,642.041,647.502,643.482,602.917,605.772,654.471,648.551,586.893,647.466,653.138,657.138,663.49,673.8,744.742,753.117,767.746,672.192,693.8,713.749,610.978,664.855,664.455,455.851,542.482,551.048,542.856,428.595,463.472,553.213,580.372,595.541,640.006,649.955,572.524,616.342,605.595,
79140,643.419,527.397,524.121,536.587,552.414,543.165,574.394,546.504,634.975,635.665,587.972,724.465,582.333,587.301,647.184,653.836,533.607,507.771,486.871,483.019,438.468,569.405,548.877,575.661,547.041,550.381,566.195,484.711,504.632,558.701,580.938,545.916,568.477,595.097,553.326,608.207,594.391,631.836,606.601,636.356,571.619,639.588,609.401,583.303,655.719,612.97,650.844,613.329,660.031,649.16,653.138,770.08,663.501,672.379,758.236,660.972,747.026,667.79,657.279,769.005,624.034,653.797,685.953,508.646,450.912,452.338,459.286,478.654,452.067,553.213,569.492,578.606,640.109,646.169,600.964,644.697,609.283,
79160,647.854,517.07,515.709,551.353,553.074,572.994,553.178,571.872,583.93,605.57,583.36,751.153,572.057,619.056,643.314,752.708,442.94,541.604,489.714,499.099,531.877,546.192,477.968,446.384,555.567,555.951,557.303,552.768,627.368,570.56,596.801,591.52,574.447,595.097,595.2,638.543,594.391,600.055,630.004,609.211,622.441,595.765,612.062,626.056,608.228,655.805,656.199,619.494,640.922,655.833,656.272,675.061,672.279,664.412,654.947,662.746,752.943,755.881,655.971,762.319,627.143,769.966,764.945,477.042,482.439,511.163,582.186,504.107,432.926,556.025,598.996,581.94,615.356,644.851,555.619,643.255,607.512,
79180,651.53,510.348,517.728,547.77,549.317,548.337,590.295,587.407,609.204,644.636,549.64,663.182,553.121,569.017,627.101,650.482,495.726,435.863,490.908,542.404,477.324,553.87,489.078,542.191,555.472,592.934,557.303,569.174,555.813,561.872,586,582.29,572.118,584.951,485.851,586.327,616.766,634.472,602.71,623.324,650.118,627.583,634.288,614.821,608.868,652.067,650.807,650.278,651.062,654.862,646.175,656.176,658.353,678.172,750.495,671.944,754.197,677.421,761.293,688.594,607.609,670.671,747.994,521.486,422.328,486.763,454.763,531.756,489.891,556.025,589.021,592.524,636.267,616.942,631.109,653.696,635.584,
79200,651.797,535.06,534.183,540.362,554.124,548.337,577.154,561.533,631.013,635.861,601.607,663.182,581.594,583.572,647.127,655.703,494.326,556.903,432.298,479.217,444.301,555.477,540.827,483.998,482.13,574.455,566.29,509.935,601.326,568.42,552.742,570.67,586.176,582.652,635.503,633.338,602.195,631.256,593.219,576.379,645.398,647.056,645.642,611.74,610.206,650.057,664.141,649.898,649.785,646.275,660.701,659.95,767.209,750.299,669.143,748.99,671.564,670.772,670.171,677.743,616.152,768.348,747.167,435.157,459.816,480.553,503.762,522.887,521.307,558.821,578.686,601.5,623.347,650.678,591.445,652.438,634.746,
79220,640.357,519.69,527.182,538.828,517.549,543.935,610.01,545.238,644.934,617.805,560.313,657.026,582.866,639.373,646.82,656.569,479.147,459.274,447.096,573.012,489.68,497.176,565.645,562.444,568.836,457.13,562.997,558.297,594.249,574.841,563.727,600.773,617.51,559.245,433.311,587.1,608.982,581.91,589.577,621.555,647.929,618.792,647.746,645.463,651.526,647.037,646.374,649.364,627.449,646.275,646.735,656.276,652.214,742.168,671.937,751.736,753.648,670.772,670.171,665,632.421,665.717,655.085,530.854,487.262,547.343,488.974,424.225,472.872,555.684,600.942,573.488,600.373,640.558,598.748,654.268,624.763,
79240,648.423,519.13,520.724,510.168,535.189,554.041,629.702,561.926,609.658,628.329,581.436,657.026,589.002,597.529,622.968,656.569,535.479,530.827,451.836,431.591,540.603,454.16,473.349,483.229,568.836,560.63,564.113,581.122,549.836,574.841,548.408,564.808,599.08,595.364,527.348,571.622,597.075,623.385,585.182,628.639,610.87,644.324,604.929,647.179,647.672,656.585,646.374,656.868,654.687,655.502,649.537,649.82,667.289,749.329,659.143,749.652,678.883,668.165,670.171,765.697,625.275,675.778,662.003,506.312,439.258,509.29,453.941,498.423,493.297,545.752,579.789,591.211,615.948,644.543,599.829,655.084,614.942,
79260,653.036,523.17,518.996,553.15,542.348,533.058,592.179,592.026,644.293,649.597,570.683,657.026,597.824,602.52,643.217,660.841,540.547,544.121,461.232,432.592,553.153,561.018,548.344,549.725,553.437,473.977,556.631,551.3,583.341,559.619,590.377,594.99,579.281,553.831,561.8,620.017,585.355,637.316,587.171,631.612,639.93,650.188,605.138,643.786,652.907,613.291,653.363,656.868,615.444,764.17,671.803,649.462,758.027,746.346,751.946,753.914,669.645,666.546,752.533,769.136,618.622,659.554,662.003,476.902,444.701,512.323,549.857,431.705,436.451,559.406,593.687,591.818,612.255,656.295,573.633,623.709,620.833,
79280,644.798,539.223,538.825,516.894,563.058,546.326,572.004,577.332,605.081,654.865,581.207,665.556,580.861,629.187,647.71,651.45,414.488,480.174,561.046,539.941,492.823,486.662,547.799,546.306,540.7,560.202,552.988,564.006,581.841,559.36,572.131,596.264,592.995,586.785,622.636,594.626,594.238,595.95,596.293,581.786,651.188,640.525,640.246,647.036,650.483,643.753,653.363,660.237,652.139,761.106,654.076,649.462,614.708,663.418,759.329,670.083,669.645,670.268,663.902,674.877,602.633,665.547,658.676,442.369,542.534,484.936,549.777,453.972,542.717,559.467,594.706,607.849,646.048,602.05,606.214,607.391,632.814,
79300,652.59,525.294,511.506,520.126,569.104,540.781,573.455,580.938,640.171,608.776,586.064,743.206,563.345,623.244,629.646,651.257,482.144,537.006,506.103,484.143,548.15,578.72,555.289,545.911,578.806,562.629,563.563,559.102,558.409,587.447,574.313,544.981,561.023,585.116,587.06,572.925,606.292,560.385,627.035,605.198,614.353,637.092,616.774,643.419,595.276,642.605,650.317,668.928,664.6,692.501,633.821,655.932,667.335,671.119,661.924,681.954,700.507,749.598,673.923,684.165,610.947,660.115,660.073,549.704,524.247,448.898,447.207,506.5,512.355,563.079,588.906,641.714,624.589,647.85,605.112,637.265,611.453,
79320,646.456,596.165,524.362,531.921,533.404,518.361,588.45,573.041,601.729,614.45,580.416,672.713,596.759,598.374,641.309,654.568,503.565,450.144,487.651,459.482,495.775,501.82,546.261,596.543,578.121,540.829,593.22,564.861,474.676,586.375,586.412,562.374,595.396,562.963,583.767,603.686,611.594,604.568,579.49,576.605,614.156,639.275,610.524,646.654,621.488,648.488,650.317,658.919,653.665,767.796,645.265,655.507,660.091,687.086,748.683,663.46,705.135,755.044,771.088,771.103,612.645,668.526,653.296,533.807,541.658,445.529,487.388,528.086,526.646,574.417,628.256,598.755,630.419,646.528,568.184,649.845,611.4,
79340,651.001,545.823,515.558,519.928,542.701,556.453,552.169,557.333,640.824,613.788,587.596,661.754,575.32,582.419,648.574,656.516,503.565,539.066,543.413,557.526,500.263,486.613,538.1,569.435,595.976,551.206,570.724,571.711,543.768,566.361,562.877,586.867,549.19,563.829,572.186,563.798,592.152,598.936,624.372,605.238,645.119,623.109,639.321,611.229,650.117,648.941,650.372,649.975,653.838,729.165,649.749,655.507,667.277,658.803,701.183,654.862,690.541,674.943,758.116,698.959,636.707,668.526,645.156,470.485,441.007,564.481,540.245,421.195,426.795,559.924,583.994,605.478,600.516,637.603,631.059,649.845,631.205,
79360,642.792,520.991,544.743,541.802,546.833,541.707,583.179,584.072,638.358,648.698,588.293,667.623,584.954,600.536,639.758,655.762,419.288,521.204,507.235,482.092,444.01,433.626,536.444,556.047,542.225,637.077,575.858,590.665,596.958,596.271,565.65,560.259,583.78,577.135,598.689,565.984,623.35,592.384,587.572,611.672,621.017,649.709,654.041,602.728,650.117,641.144,652.959,619.212,654.773,693.624,648.935,657.734,654.213,746.717,664.671,666.979,737.015,749.703,702.512,669.894,615.452,672.091,605.955,452.801,546.854,534.076,487.132,529.03,473.286,564.108,579.413,589.978,646.593,646.268,618.731,614.871,609.555,
79380,652.173,527.563,527.967,510.818,537.188,556.599,560.769,574.647,631.954,612.789,577.9,676.552,597.464,627.441,649.682,656.081,529.597,506.592,550.839,459.534,489.662,450.502,555.92,560.203,546.641,546.986,576.573,546.065,564.167,567.46,571.695,579.013,595.905,557.33,581.555,594.61,635.452,577.263,588.423,606.886,621.938,642.661,618.487,600.073,632.565,651.024,713.223,654.835,656.416,678.877,697.038,657.405,663.065,669.144,669.844,672.786,682.471,666.451,664.933,768.881,638.377,678.404,662.088,544.658,532.614,483.278,488.071,497.02,481.504,568.024,631.466,587.442,608.065,611.07,582.218,625.438,636.281,
79400,633.919,514.44,511.226,530.12,542.515,551.061,571.211,552.395,638.213,608.818,589.355,666.465,592.56,593.622,619.303,654.082,443.227,533.296,546.816,547.112,535.541,449.944,562.917,577.982,578.202,570.12,570.518,572.974,592.052,575.8,588.949,588.169,588.38,581.108,599.296,605.443,579.432,598.89,627.228,631.093,637.553,629.988,643.877,623.486,620.868,644.768,660.862,647.529,621.432,658.788,768.643,654.717,671.675,662.372,751.937,671.428,748.915,680.806,749.09,760.299,622.441,665.678,662.088,543.105,448.431,499.436,555.87,468.198,464.642,568.598,570.613,582.952,594.064,618.946,594.489,646.765,650.253,
79420,651.416,529.631,523.498,520.142,556.642,542.836,552.058,559.181,644.515,623.808,566.455,669.837,564.903,592.015,653.255,659.732,495.779,504.78,440.488,513.621,548.612,554.122,456.842,442.533,552.089,526.313,552.658,571.147,579.344,558.176,566.737,560.932,577.932,586.279,598.928,571.332,599.241,571.176,584.045,600.885,616.934,609.935,642.133,641.415,641.115,652.548,660.93,645.604,643.631,658.788,616.734,657.884,775.055,759.532,752.232,733.513,767.148,664.924,758.417,672.275,632.44,664.701,654.9,487.881,495.773,556.031,562.309,529.196,503.126,576.471,599.151,580.089,643.215,637.362,603.161,630.976,623.941,
79440,635.816,527.109,533.607,515.795,541.439,539.392,569.464,592.917,627.798,652.114,573.711,655.709,570.437,597.373,651.237,660.605,450.341,547.503,502.198,546.398,450.05,542.858,483.902,570.558,552.089,549.625,562.205,574.085,566.502,597.32,566.846,576.73,595.748,570.144,596.259,595.058,595.131,632.698,590.505,592.737,640.743,630.262,645.207,616.132,645.626,645.611,651.074,645.604,602.764,613.517,664.528,657.884,655.46,669.163,659.838,680.484,665.177,680.155,744.149,770.537,638.098,765.972,678.429,497.935,440.403,424.849,548.412,451.15,521.41,563.638,596.041,596.435,603.346,621.277,618.089,644.012,636.833,
79460,646.671,513.034,541.157,563.391,527.418,548.6,599.707,564.26,610.217,640.937,565.531,737.269,571.961,616.472,631.346,660.185,514.458,430.428,441.833,483.509,478.978,449.966,555.534,488.166,552.089,589.885,567.907,555.276,553.977,587.05,597.838,556.042,584.022,581.4,590.472,584.643,576.764,607.819,581.134,574.234,611.168,631.367,647.629,629.806,652.375,612.426,662.016,648.463,642.421,653.702,656.486,658.801,674.815,676.643,650.194,701.149,682.67,665.364,666.141,680.715,635.391,672.29,757.866,441.745,463.816,509.806,466.772,457.646,554.413,574.954,583.854,568.658,626.689,622.759,576.629,649.451,596.537,
79480,652.151,515.051,526.743,543.437,561.311,580.707,626.613,568.013,630.174,657.71,597.141,750.581,578.588,596.663,642.216,652.811,462.297,485.139,488.742,451.449,486.027,544.799,544.417,553.263,547.847,559.507,569.304,444.224,580.485,577.279,571.231,603.063,590.942,586.574,545.386,596.971,590.386,597.508,595.534,639.183,613.329,636.606,653.012,649.662,604.21,619.245,662.016,655.527,613.503,619.009,656.486,655.251,657.131,763.622,670.031,652.901,673.462,753.926,663.718,676.835,581.909,666.464,656.663,485.887,511.286,448.554,469.663,514.327,467.621,546.197,588.472,585.286,622.505,626.616,593.183,649.451,636.568,
79500,645.111,518.782,530.009,525.478,544.013,573.585,559.967,570.662,637.318,641.258,560.689,662.011,570.749,630.961,631.054,655.065,459.332,494.733,495.798,466.326,513.457,433.187,553.22,551.836,561.96,617.52,577.006,589.19,571.937,594.512,588.703,572.144,574.49,589.067,589.34,610.619,586.24,625.033,617.285,599.243,640.181,626.22,652.586,645.071,621.225,651.941,649.375,664.44,651.382,647.077,651.522,661.378,658.832,745.443,661.109,696.182,672.326,701.584,667.488,671.407,590.222,668.137,662.756,457.408,496.11,442.337,482.181,493.828,528.485,556.397,629.892,597.494,627.427,637.435,606.893,650.503,623.451,
79520,646.368,535.235,524.691,527.118,516.841,538.281,581.366,597.871,607.103,635.899,565.756,660.785,589.382,591.194,612.227,642.043,475.148,485.82,469.456,465.344,478.406,485.671,548.332,488.511,562.474,562.441,583.22,574.998,603.546,574.852,557.472,557.827,587.088,458.357,581.888,585.917,597.733,586.763,561.901,597.851,645.778,635.378,653.678,625.261,615.351,649.242,653.852,649.381,647.052,666.234,657.383,661.378,667.927,703.228,670.814,684.242,764.474,679.846,752.207,671.407,619.82,672.029,661.619,441.983,444.819,495.898,517.276,516.859,458.072,553.956,571.867,619.942,644.15,611.329,627.926,646.359,614.57,
79540,645.922,536.012,524.849,539.222,535.377,549.767,581.784,568.446,638.621,644.07,589.957,666.895,564.081,574.971,618.433,642.043,519.468,547.965,510.722,491.052,499.495,556.314,546.685,557.652,509.863,568.839,594.437,571.707,576.828,570.353,603.707,572.98,568.312,537.315,576.498,598.565,595.861,632.184,639.03,642.164,620.4,645.051,614.252,631.394,608.314,661.459,653.852,649.331,650.846,610.568,665.007,669.017,667.927,760.921,656.305,669.64,666.922,773.946,748.104,702.615,600.747,665.699,661.619,469.092,442.282,451.252,492.947,429.21,437.578,577.997,574.488,598.955,627.894,642.276,586.073,644.247,554.872,
79560,643.021,529.862,536.09,510.476,543.446,556.346,556.786,556.881,610.098,644.352,575.641,656.951,585.847,592.541,636.766,659.139,466.136,435.771,487.258,484.495,528.086,437.59,549.01,551.842,524.691,584.765,553.734,445.99,595.16,581.766,554.737,589.561,592.128,445.122,567.192,634.727,589.872,597.625,604.054,607.985,647.488,631.329,648.698,624.436,646.125,628.106,653.852,643.622,654.135,650.852,623.806,650.821,672.642,685.384,666.762,679.369,660.516,677.696,750.874,659.73,637.171,772.513,658.257,505.827,434.593,516.036,539.77,526.845,533.769,546.381,626.27,596.818,615.262,634.841,578.679,646.037,577.391,
79580,645.809,529.862,522.755,530.145,537.157,584.087,554.557,594.999,628.159,634.075,551.99,676.045,585.417,598.482,638.036,653.629,472.794,490.006,481.718,435.416,517.545,485.219,549.01,555.879,455.387,538.283,558.204,444.227,581.91,568.961,572.36,567.138,569.289,446.914,597.129,589.871,589.121,579.065,617.028,636.003,635.496,616.976,634.629,627.017,625.477,656.635,660.01,639.897,644.988,650.852,624.421,660.28,652.621,750.008,670.39,662.799,699.218,675.745,747.496,760.322,605.569,681.341,669.756,437.464,521.232,481.632,543.915,529.217,527.58,563.771,587.671,596.818,638.459,647.853,587.504,646.037,641.182,
79600,646.425,524.501,523.911,524.429,515.786,556.121,548.245,576.262,603.987,616.416,572.884,653.255,571.701,594.972,644.017,649.027,464.716,531.378,542.303,555.863,544.102,561.586,562.932,490.944,552.338,587.859,545.309,568.185,512.007,584.37,590.081,567.241,555.326,605.952,597.832,601.489,582.647,626.1,627.25,637.812,607.664,635.602,648.662,614.378,643.385,653.946,660.01,637.304,620.107,650.852,645.067,660.28,654.528,763.389,767.806,755.513,666.122,663.094,766.236,672.111,615.424,769.169,661.307,515.003,442.724,435.746,547.702,517.552,441.781,572.876,571.645,573.297,643.098,640.306,606.099,644.836,634.831,
